"Entity Name","Attribute Is PK","Attribute Is FK","Attribute Required","Attribute Name","Entity Id","Child Relationship Id","Child Relationship Name","Child Relationship Parent to Child Rule","Child Relationship Child to Parent Rule","Child Relationship Cardinality","Child Relationship Null Option","Parent Entity Name","Parent Entity Id","Parent Relationship Id","Parent Relationship Name","Parent Relationship Parent to Child Phrase","Parent Relationship Child to Parent Phrase","Parent Relationship Cardinality","Parent Relationship Parent to Child Rule","Parent Relationship Child to Parent Rule","Child Entity Id","Child Entity Name"
T_LLAMADAS_102,No,No,No,FEC_ALTA,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,{2BA78957-9352-4435-AFC3-194B5361B9C8}+00000000,R/83,"A T_LLAMADAS_102 is associated with zero, one or more T_ORIENTACION_LLAMADAs.","A T_ORIENTACION_LLAMADA is associated with exactly one T_LLAMADAS_102.",One-to-Zero-One-or-More,,T_LLAMADAS_102,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,{B3538C14-E31E-4696-A192-1E8A870EB251}+00000000,R/58,,,Zero-or-One-to-Zero-One-or-More,"A T_USR_LLAMA_102 is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_USR_LLAMA_102s.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
T_LLAMADAS_102,No,No,No,FEC_HORA_LLAMADA_ANTERIOR,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,{FF00B6A7-FD31-4E55-8880-E0D4D9E7B97C}+00000000,R/59,,,Zero-or-One-to-Zero-One-or-More,"A T_FORMAS_CONOCIMIENTO is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_FORMAS_CONOCIMIENTOs.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
T_LLAMADAS_102,No,No,No,FEC_HS_LLAMADA,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,{88CC8173-664F-47B8-B054-724EE731EC2F}+00000000,R/61,,,Zero-or-One-to-Zero-One-or-More,"A T_AMBITOS_VULNERABILIDAD is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_AMBITOS_VULNERABILIDADs.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
T_LLAMADAS_102,No,No,No,FEC_MODIF,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,{93B7BC46-1508-438A-A128-8CF9EA05D970}+00000000,R/74,,,Zero-or-One-to-Zero-One-or-More,"A T_PRIORIDADES_LLAMADA_102 is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_PRIORIDADES_LLAMADA_102s.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
T_LLAMADAS_102,No,Yes,No,ID_AMBITO_VULNERABILIDAD,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,{E03363B2-EDDA-4C05-9DC1-5A39DE8C7E9B}+00000000,R/75,,,Zero-or-One-to-Zero-One-or-More,"A T_MOTIVOS_INTERVENCION is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_MOTIVOS_INTERVENCIONs.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
T_LLAMADAS_102,No,Yes,No,ID_DERECHO_AFECTADO,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,{240FDA0A-ADB7-4834-929A-13971FA6E6DD}+00000000,R/76,,,Zero-or-One-to-Zero-One-or-More,"A T_DERECHOS_AFECTADO is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_DERECHOS_AFECTADOs.",{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,T_LLAMADAS_102
T_LLAMADAS_102,No,Yes,No,ID_FORMA_CONOCIMIENTO,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,Yes,No,Yes,ID_LLAMADA_102,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,Yes,No,ID_MOTIVO_PRINCIPAL,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,Yes,No,ID_PRIORIDAD,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,Yes,No,ID_USR_LINEA_102,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,Yes,No,ID_VIN,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,Yes,No,ID_ZONAL_DERIVACION,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,No,No,MEDIO_CONOCIMIENTO,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,No,No,NRO_NOTIF_MANUAL,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,No,No,PRIMERA_LLAMADA,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,No,No,REFERENCIA_GEOGRAFICA,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,No,No,USR_ALTA,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_102,No,No,No,USR_MODIF,{17425695-7CDB-4D8A-BB1A-D6498FF97FBB}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_X_PROBLEMATICA,No,No,No,FEC_ALTA,{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,,,,,,,,,{DA4F4699-D289-4EB5-830D-ABA4E53DE603}+00000000,R/56,,,Zero-or-One-to-Zero-One-or-More,"A T_LLAMADAS_102 is associated with zero, one or more T_LLAMADAS_X_PROBLEMATICAs.","A T_LLAMADAS_X_PROBLEMATICA is associated with zero or one T_LLAMADAS_102s.",{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,T_LLAMADAS_X_PROBLEMATICA
T_LLAMADAS_X_PROBLEMATICA,No,No,No,FEC_MODIF,{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,,,,,,,,,{13746089-7D90-4FD2-943B-807A453335E1}+00000000,R/57,,,Zero-or-One-to-Zero-One-or-More,"A T_PROBLEMATICAS is associated with zero, one or more T_LLAMADAS_X_PROBLEMATICAs.","A T_LLAMADAS_X_PROBLEMATICA is associated with zero or one T_PROBLEMATICASs.",{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,T_LLAMADAS_X_PROBLEMATICA
T_LLAMADAS_X_PROBLEMATICA,No,Yes,No,ID_LLAMADA_102,{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_X_PROBLEMATICA,Yes,No,Yes,ID_LLAMADA_X_PROBLEMATICA,{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_X_PROBLEMATICA,No,Yes,No,ID_PROBLEMATICA,{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_X_PROBLEMATICA,No,No,No,USR_ALTA,{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,,,,,,,,,,,,,,,,,
T_LLAMADAS_X_PROBLEMATICA,No,No,No,USR_MODIF,{535D076B-E3B1-46E9-91FA-BE069DC87619}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,CEL_GUARDIA,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,{5D6A49E9-AA0B-4AAD-BFE2-53EC1ABF7CE6}+00000000,FK_LEG_LOCAL,"A T_LOCALES FK_LEG_LOCAL zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one T_LOCALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LOCALES,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,{B74AE275-A17A-4F8A-8DEA-28E9737739C3}+00000000,FK_LOCAL_ZONAL,FK_LOCAL_ZONAL,,One-to-Zero-One-or-More,"A T_ZONALES FK_LOCAL_ZONAL zero, one or more T_LOCALESs.","A T_LOCALES is associated with exactly one T_ZONALES.",{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,T_LOCALES
T_LOCALES,No,No,Yes,CODIGO,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,{14B39CC4-1343-44D5-8D62-922FC721A949}+00000000,R/6,"A T_LOCALES is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_LOCALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LOCALES,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,{8A573FD6-832E-4CA2-8FF2-30FA1BC1F096}+00000000,R/14,,,Zero-or-One-to-Zero-One-or-More,"A DOM_MANAGER.VT_DOMICILIOS is associated with zero, one or more T_LOCALESs.","A T_LOCALES is associated with zero or one DOM_MANAGER.VT_DOMICILIOSs.",{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,T_LOCALES
T_LOCALES,No,No,No,CONVENIO,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,{2D2AAC18-7BFB-4B59-AC1C-F8DBF1E54BD2}+00000000,R/49,"A T_LOCALES is associated with zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_LOCALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_LOCALES,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,
T_LOCALES,No,No,No,EMAIL,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,FEC_ALTA,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,FEC_BAJA,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,FEC_MODIF,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,Yes,No,Yes,ID_LOCAL,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,Yes,No,ID_VIN,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,Yes,Yes,ID_ZONAL,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,Yes,N_LOCAL,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,OBSERVACION,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,ORDENANZA,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,SERV_CONSTITUIDO,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,TELEFONO,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,USR_ALTA,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,USR_BAJA,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_LOCALES,No,No,No,USR_MODIF,{8DFF95A4-5901-404D-B8A4-7B686C30132E}+00000000,,,,,,,,,,,,,,,,,
T_MOTIVOS_INTERV_TIPO_CIRC,Yes,Yes,Yes,ID_MOTIVO_INTERVENCION,{E4975673-CBE3-422B-BA78-C6B18E5FBA83}+00000000,,,,,,,,,{359B9C7F-A29A-4124-833D-0B550DB35AA6}+00000000,R/78,,,One-to-Zero-One-or-More,"A T_MOTIVOS_INTERVENCION is associated with zero, one or more T_MOTIVOS_INTERV_TIPO_CIRCs.","A T_MOTIVOS_INTERV_TIPO_CIRC is associated with exactly one T_MOTIVOS_INTERVENCION.",{E4975673-CBE3-422B-BA78-C6B18E5FBA83}+00000000,T_MOTIVOS_INTERV_TIPO_CIRC
T_MOTIVOS_INTERV_TIPO_CIRC,Yes,Yes,Yes,ID_TIPO_CIRCUITO,{E4975673-CBE3-422B-BA78-C6B18E5FBA83}+00000000,,,,,,,,,{11FB7989-3DA1-4B55-B13D-C86F86FBD7AA}+00000000,R/79,,,One-to-Zero-One-or-More,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_MOTIVOS_INTERV_TIPO_CIRCs.","A T_MOTIVOS_INTERV_TIPO_CIRC is associated with exactly one T_TIPOS_CIRCUITO.",{E4975673-CBE3-422B-BA78-C6B18E5FBA83}+00000000,T_MOTIVOS_INTERV_TIPO_CIRC
T_MOTIVOS_INTERVENCION,No,No,No,FEC_ALTA,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,{C23491B2-26DC-4A18-9F06-392E5A85F44D}+00000000,FK_INT_PROT_INT_MOT_INT,"A T_MOTIVOS_INTERVENCION FK_INT_PROT_INT_MOT_INT zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_MOTIVOS_INTERVENCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_MOTIVOS_INTERVENCION,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,{C2A80962-88DF-4D78-853E-73182DDD2C50}+00000000,FK_MOT_INTERV_DERECHO_A,FK_MOT_INTERV_DERECHO_A,,One-to-Zero-One-or-More,"A T_DERECHOS_AFECTADO FK_MOT_INTERV_DERECHO_A zero, one or more T_MOTIVOS_INTERVENCIONs.","A T_MOTIVOS_INTERVENCION is associated with exactly one T_DERECHOS_AFECTADO.",{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,T_MOTIVOS_INTERVENCION
T_MOTIVOS_INTERVENCION,No,No,No,FEC_BAJA,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,{40D98F90-DB64-487D-9C2C-1F3832C19F89}+00000000,FK_INT_PROT_EXC_MOT_INT,"A T_MOTIVOS_INTERVENCION FK_INT_PROT_EXC_MOT_INT zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_MOTIVOS_INTERVENCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_MOTIVOS_INTERVENCION,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,{617440E0-3DA6-419B-ACEA-493B28664E40}+00000000,R/81,,,Zero-or-One-to-Zero-One-or-More,"A T_CATEGORIAS_MOTIVO_I is associated with zero, one or more T_MOTIVOS_INTERVENCIONs.","A T_MOTIVOS_INTERVENCION is associated with zero or one T_CATEGORIAS_MOTIVO_Is.",{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,T_MOTIVOS_INTERVENCION
T_MOTIVOS_INTERVENCION,No,No,No,FEC_MODIF,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,{6AA3B6D0-0E9B-407D-9B83-AC32552ACA74}+00000000,FK_INTERV_MEP_MOT_INT,"A T_MOTIVOS_INTERVENCION FK_INTERV_MEP_MOT_INT zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_MOTIVOS_INTERVENCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_MOTIVOS_INTERVENCION,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,
T_MOTIVOS_INTERVENCION,No,Yes,No,ID_CATEGORIA_MOTIVOS,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,{E03363B2-EDDA-4C05-9DC1-5A39DE8C7E9B}+00000000,R/75,"A T_MOTIVOS_INTERVENCION is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_MOTIVOS_INTERVENCIONs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_MOTIVOS_INTERVENCION,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,
T_MOTIVOS_INTERVENCION,No,Yes,Yes,ID_DERECHO_AFECTADO,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,{359B9C7F-A29A-4124-833D-0B550DB35AA6}+00000000,R/78,"A T_MOTIVOS_INTERVENCION is associated with zero, one or more T_MOTIVOS_INTERV_TIPO_CIRCs.","A T_MOTIVOS_INTERV_TIPO_CIRC is associated with exactly one T_MOTIVOS_INTERVENCION.",One-to-Zero-One-or-More,,T_MOTIVOS_INTERVENCION,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,
T_MOTIVOS_INTERVENCION,Yes,No,Yes,ID_MOTIVO_INTERVENCION,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,,,,,,,,,
T_MOTIVOS_INTERVENCION,No,No,Yes,N_MOTIVO_INTERVENCION,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,,,,,,,,,
T_MOTIVOS_INTERVENCION,No,No,No,USR_ALTA,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,,,,,,,,,
T_MOTIVOS_INTERVENCION,No,No,No,USR_BAJA,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,,,,,,,,,
T_MOTIVOS_INTERVENCION,No,No,No,USR_MODIF,{4506AF2E-B374-4610-85CF-48C26F89C89E}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,No,No,FEC_ALTA,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,{B9C6C225-6FAD-4B43-96B1-44CA9F941D78}+00000000,FK_INTERV_MEP_JUZG,"A T_ORGANOS_JUDICIAL FK_INTERV_MEP_JUZG zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_ORGANOS_JUDICIALs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ORGANOS_JUDICIAL,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,{C1ACFF0D-8C33-441F-A333-5CBD44B58D08}+00000000,R/26,,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_ORG_JUDICIAL is associated with zero, one or more T_ORGANOS_JUDICIALs.","A T_ORGANOS_JUDICIAL is associated with zero or one T_TIPOS_ORG_JUDICIALs.",{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,T_ORGANOS_JUDICIAL
T_ORGANOS_JUDICIAL,No,No,No,FEC_BAJA,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,{90E4F671-9495-4703-8D17-86DCDE5960D2}+00000000,R/28,"A T_ORGANOS_JUDICIAL is associated with zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_ORGANOS_JUDICIALs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ORGANOS_JUDICIAL,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,{658C01D1-85A4-429F-BBE9-4EA61E14AAA8}+00000000,R/27,,,Zero-or-One-to-Zero-One-or-More,"A T_DEPARTAMENTOS_JUDICIAL is associated with zero, one or more T_ORGANOS_JUDICIALs.","A T_ORGANOS_JUDICIAL is associated with zero or one T_DEPARTAMENTOS_JUDICIALs.",{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,T_ORGANOS_JUDICIAL
T_ORGANOS_JUDICIAL,No,No,No,FEC_MODIF,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,Yes,No,ID_DEPARTAMENTO_JUDICIAL,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,Yes,No,Yes,ID_ORGANO,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,Yes,No,ID_TIPO_ORG_JUDICIAL,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,No,Yes,N_ORGANO,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,No,No,OBSERVACIONES,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,No,No,USR_ALTA,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,No,No,USR_BAJA,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORGANOS_JUDICIAL,No,No,No,USR_MODIF,{15B762AB-8D11-4F5F-9E6F-2CA2B1E9A6A5}+00000000,,,,,,,,,,,,,,,,,
T_ORIENTACION_LLAMADA,No,No,No,COMENTARIOS_SUGERENCIA,{B8A7461D-7E6E-4EFF-9B39-05F33A284D6D}+00000000,,,,,,,,,{2BA78957-9352-4435-AFC3-194B5361B9C8}+00000000,R/83,,,One-to-Zero-One-or-More,"A T_LLAMADAS_102 is associated with zero, one or more T_ORIENTACION_LLAMADAs.","A T_ORIENTACION_LLAMADA is associated with exactly one T_LLAMADAS_102.",{B8A7461D-7E6E-4EFF-9B39-05F33A284D6D}+00000000,T_ORIENTACION_LLAMADA
T_ORIENTACION_LLAMADA,Yes,Yes,Yes,ID_INSTITUCION,{B8A7461D-7E6E-4EFF-9B39-05F33A284D6D}+00000000,,,,,,,,,{E2EE32D0-D56F-413D-BD05-CBD0DD17B1EC}+00000000,R/84,,,One-to-Zero-One-or-More,"A T_INSTITUCIONES is associated with zero, one or more T_ORIENTACION_LLAMADAs.","A T_ORIENTACION_LLAMADA is associated with exactly one T_INSTITUCIONES.",{B8A7461D-7E6E-4EFF-9B39-05F33A284D6D}+00000000,T_ORIENTACION_LLAMADA
T_ORIENTACION_LLAMADA,Yes,Yes,Yes,ID_LLAMADA_102,{B8A7461D-7E6E-4EFF-9B39-05F33A284D6D}+00000000,,,,,,,,,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,No,No,No,FEC_ALTA,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,{93B7BC46-1508-438A-A128-8CF9EA05D970}+00000000,R/74,"A T_PRIORIDADES_LLAMADA_102 is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_PRIORIDADES_LLAMADA_102s.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_PRIORIDADES_LLAMADA_102,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,No,No,No,FEC_BAJA,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,No,No,No,FEC_MODIF,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,Yes,No,Yes,ID_PRIORIDAD,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,No,No,No,N_PRIORIDAD,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,No,No,No,USR_ALTA,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,No,No,No,USR_BAJA,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,,,,,,,,,
T_PRIORIDADES_LLAMADA_102,No,No,No,USR_MODIF,{C1869449-C567-49A8-A023-DA2B3A315425}+00000000,,,,,,,,,,,,,,,,,
T_PROBLEMATICAS,No,No,No,FEC_ALTA,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,{13746089-7D90-4FD2-943B-807A453335E1}+00000000,R/57,"A T_PROBLEMATICAS is associated with zero, one or more T_LLAMADAS_X_PROBLEMATICAs.","A T_LLAMADAS_X_PROBLEMATICA is associated with zero or one T_PROBLEMATICASs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_PROBLEMATICAS,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,
T_PROBLEMATICAS,No,No,No,FEC_BAJA,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,,,,,,,,,
T_PROBLEMATICAS,No,No,No,FEC_MODIF,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,,,,,,,,,
T_PROBLEMATICAS,Yes,No,Yes,ID_PROBLEMATICA,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,,,,,,,,,
T_PROBLEMATICAS,No,No,No,N_PROBLEMATICA,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,,,,,,,,,
T_PROBLEMATICAS,No,No,No,USR_ALTA,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,,,,,,,,,
T_PROBLEMATICAS,No,No,No,USR_BAJA,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,,,,,,,,,
T_PROBLEMATICAS,No,No,No,USR_MODIF,{0ABE6984-BED7-41BD-8B9F-08157D6D738C}+00000000,,,,,,,,,,,,,,,,,
T_RELACIONES_VINCULAR,No,No,No,ACLARACION_VINCULO,{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,,,,,,,,,{746BA382-F3E9-4FCE-A984-0D0168BD672F}+00000000,FK_REL_VINC_ESTU_CURS,FK_REL_VINC_ESTU_CURS,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_ESTUDIOS_CURSADO FK_REL_VINC_ESTU_CURS zero, one or more T_RELACIONES_VINCULARs.","A T_RELACIONES_VINCULAR is associated with zero or one RCIVIL.VT_ESTUDIOS_CURSADOs.",{B2140B07-D624-4E24-80FD-D7A46EEFC568}+00000000,T_RELACIONES_VINCULAR
