"Entity Name","Attribute Is PK","Attribute Is FK","Attribute Required","Attribute Name","Entity Id","Child Relationship Id","Child Relationship Name","Child Relationship Parent to Child Rule","Child Relationship Child to Parent Rule","Child Relationship Cardinality","Child Relationship Null Option","Parent Entity Name","Parent Entity Id","Parent Relationship Id","Parent Relationship Name","Parent Relationship Parent to Child Phrase","Parent Relationship Child to Parent Phrase","Parent Relationship Cardinality","Parent Relationship Parent to Child Rule","Parent Relationship Child to Parent Rule","Child Entity Id","Child Entity Name"
T_DERIVADORES,No,No,No,FEC_MODIF,{7E9F6E69-EFAA-4541-B604-8CE46D547806}+00000000,{23087014-1604-413A-8D81-BDB3BF1E1DAB}+00000000,R/48,"A T_DERIVADORES is associated with zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one T_DERIVADORESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_DERIVADORES,{7E9F6E69-EFAA-4541-B604-8CE46D547806}+00000000,,,,,,,,,
T_DERIVADORES,Yes,No,Yes,ID_DERIVADOR,{7E9F6E69-EFAA-4541-B604-8CE46D547806}+00000000,,,,,,,,,,,,,,,,,
T_DERIVADORES,No,No,Yes,N_DERIVADOR,{7E9F6E69-EFAA-4541-B604-8CE46D547806}+00000000,,,,,,,,,,,,,,,,,
T_DERIVADORES,No,No,No,USR_ALTA,{7E9F6E69-EFAA-4541-B604-8CE46D547806}+00000000,,,,,,,,,,,,,,,,,
T_DERIVADORES,No,No,No,USR_BAJA,{7E9F6E69-EFAA-4541-B604-8CE46D547806}+00000000,,,,,,,,,,,,,,,,,
T_DERIVADORES,No,No,No,USR_MODIF,{7E9F6E69-EFAA-4541-B604-8CE46D547806}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_AYUDA,No,No,No,COMENTARIO,{A2D78AE6-3D50-4083-8568-EEB75495ADE2}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_AYUDA,No,No,No,DESCRIPCION,{A2D78AE6-3D50-4083-8568-EEB75495ADE2}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_AYUDA,No,No,No,FEC_ALTA,{A2D78AE6-3D50-4083-8568-EEB75495ADE2}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_AYUDA,Yes,No,Yes,ID_DOC_AYUDA,{A2D78AE6-3D50-4083-8568-EEB75495ADE2}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_AYUDA,No,No,No,N_TEMA,{A2D78AE6-3D50-4083-8568-EEB75495ADE2}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_AYUDA,No,No,No,USR_ALTA,{A2D78AE6-3D50-4083-8568-EEB75495ADE2}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPE,No,No,No,COMENTARIO,{0519CA9D-5A47-4309-9C19-B374BB267EC3}+00000000,,,,,,,,,{9E4B4B06-4795-4B61-8A06-4AED2579E6D9}+00000000,R/40,,,Zero-or-One-to-Zero-One-or-More,"A T_INTERV_MPE is associated with zero, one or more T_DOCS_INTERV_MPEs.","A T_DOCS_INTERV_MPE is associated with zero or one T_INTERV_MPEs.",{0519CA9D-5A47-4309-9C19-B374BB267EC3}+00000000,T_DOCS_INTERV_MPE
T_DOCS_INTERV_MPE,No,No,No,FEC_ALTA,{0519CA9D-5A47-4309-9C19-B374BB267EC3}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPE,Yes,No,Yes,ID_DOC_MEXCEPCIONAL,{0519CA9D-5A47-4309-9C19-B374BB267EC3}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPE,No,Yes,No,ID_INTERV_PROT_EXCEP,{0519CA9D-5A47-4309-9C19-B374BB267EC3}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPE,No,No,No,sticker_suac,{0519CA9D-5A47-4309-9C19-B374BB267EC3}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPE,No,No,No,USR_ALTA,{0519CA9D-5A47-4309-9C19-B374BB267EC3}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPI,No,No,No,COMENTARIO,{E57642A3-06BE-47A5-AE42-713AE8A6BA53}+00000000,,,,,,,,,{DD1819E3-3E34-477A-8A44-505FD30078BD}+00000000,R/45,,,Zero-or-One-to-Zero-One-or-More,"A T_INTERV_MPI is associated with zero, one or more T_DOCS_INTERV_MPIs.","A T_DOCS_INTERV_MPI is associated with zero or one T_INTERV_MPIs.",{E57642A3-06BE-47A5-AE42-713AE8A6BA53}+00000000,T_DOCS_INTERV_MPI
T_DOCS_INTERV_MPI,Yes,No,Yes,ID_DOC_PINTEGRAL,{E57642A3-06BE-47A5-AE42-713AE8A6BA53}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPI,No,Yes,No,ID_INTERV_PROT_INTEGRAL,{E57642A3-06BE-47A5-AE42-713AE8A6BA53}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_INTERV_MPI,No,No,No,STICKER_SUAC,{E57642A3-06BE-47A5-AE42-713AE8A6BA53}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_MPENAL,No,No,No,COMENTARIO,{E16BA41F-9825-4AFF-ADEF-05CFE79D9C12}+00000000,,,,,,,,,{3A1D5B65-A72A-4ECC-9A84-C5DB2389FB8B}+00000000,R/43,,,Zero-or-One-to-Zero-One-or-More,"A T_INTERV_MPJ is associated with zero, one or more T_DOCS_MPENALs.","A T_DOCS_MPENAL is associated with zero or one T_INTERV_MPJs.",{E16BA41F-9825-4AFF-ADEF-05CFE79D9C12}+00000000,T_DOCS_MPENAL
T_DOCS_MPENAL,Yes,No,Yes,ID_DOC_MPENAL,{E16BA41F-9825-4AFF-ADEF-05CFE79D9C12}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_MPENAL,No,Yes,No,ID_INTERV_MEP,{E16BA41F-9825-4AFF-ADEF-05CFE79D9C12}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_MPENAL,No,No,No,STICKER_SUAC,{E16BA41F-9825-4AFF-ADEF-05CFE79D9C12}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_SITUACION_JUDICIAL,No,No,No,COMENTARIO,{E3C3F9CB-7761-4AB0-A91C-6A1112FC6388}+00000000,,,,,,,,,{C80BDF87-E6D0-441B-9931-72B8E7626F3A}+00000000,R/46,,,Zero-or-One-to-Zero-One-or-More,"A T_SITUACION_JUDICIAL is associated with zero, one or more T_DOCS_SITUACION_JUDICIALs.","A T_DOCS_SITUACION_JUDICIAL is associated with zero or one T_SITUACION_JUDICIALs.",{E3C3F9CB-7761-4AB0-A91C-6A1112FC6388}+00000000,T_DOCS_SITUACION_JUDICIAL
T_DOCS_SITUACION_JUDICIAL,Yes,No,Yes,ID_DOC_SJUDICIAL,{E3C3F9CB-7761-4AB0-A91C-6A1112FC6388}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_SITUACION_JUDICIAL,No,Yes,No,ID_SITUACION_JUDICIAL,{E3C3F9CB-7761-4AB0-A91C-6A1112FC6388}+00000000,,,,,,,,,,,,,,,,,
T_DOCS_SITUACION_JUDICIAL,No,No,No,sticker_suac,{E3C3F9CB-7761-4AB0-A91C-6A1112FC6388}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_INTERV,No,No,No,FEC_ALTA,{1542E560-A78C-4C8F-97F2-3687D6205A66}+00000000,{F2545BE9-EE4C-442D-8F32-824032652878}+00000000,R/34,"A T_ESTADOS_INTERV is associated with zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_ESTADOS_INTERVs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ESTADOS_INTERV,{1542E560-A78C-4C8F-97F2-3687D6205A66}+00000000,,,,,,,,,
T_ESTADOS_INTERV,No,No,No,FEC_MODIF,{1542E560-A78C-4C8F-97F2-3687D6205A66}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_INTERV,Yes,No,Yes,ID_ESTADO_INTERV,{1542E560-A78C-4C8F-97F2-3687D6205A66}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_INTERV,No,No,No,N_ESTADO_INTERV,{1542E560-A78C-4C8F-97F2-3687D6205A66}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_INTERV,No,No,No,USR_ALTA,{1542E560-A78C-4C8F-97F2-3687D6205A66}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_INTERV,No,No,No,USR_MODIF,{1542E560-A78C-4C8F-97F2-3687D6205A66}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_LLAMADA102,No,No,No,FEC_ALTA,{F4C9C623-1406-4E42-99E2-B2C0861E562F}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_LLAMADA102,No,No,No,FEC_MODIF,{F4C9C623-1406-4E42-99E2-B2C0861E562F}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_LLAMADA102,Yes,No,Yes,ID_ESTADO_LLAMADA102,{F4C9C623-1406-4E42-99E2-B2C0861E562F}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_LLAMADA102,No,No,No,N_ESTADO_LLAMADA102,{F4C9C623-1406-4E42-99E2-B2C0861E562F}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_LLAMADA102,No,No,No,USR_ALTA,{F4C9C623-1406-4E42-99E2-B2C0861E562F}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_LLAMADA102,No,No,No,USR_MODIF,{F4C9C623-1406-4E42-99E2-B2C0861E562F}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_SITUACION_JUD,No,No,No,FEC_ALTA,{4A629F33-660A-4F0C-AC05-6481C3D00E52}+00000000,{11B35393-2448-4288-B06A-4D87157A1C03}+00000000,R/30,"A T_ESTADOS_SITUACION_JUD is associated with zero, one or more T_SITUACION_JUDICIALs.","A T_SITUACION_JUDICIAL is associated with zero or one T_ESTADOS_SITUACION_JUDs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ESTADOS_SITUACION_JUD,{4A629F33-660A-4F0C-AC05-6481C3D00E52}+00000000,,,,,,,,,
T_ESTADOS_SITUACION_JUD,No,No,No,FEC_MODIF,{4A629F33-660A-4F0C-AC05-6481C3D00E52}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_SITUACION_JUD,Yes,No,Yes,ID_ESTADO,{4A629F33-660A-4F0C-AC05-6481C3D00E52}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_SITUACION_JUD,No,No,No,N_ESTADO_SITUACION_JUD,{4A629F33-660A-4F0C-AC05-6481C3D00E52}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_SITUACION_JUD,No,No,No,USR_ALTA,{4A629F33-660A-4F0C-AC05-6481C3D00E52}+00000000,,,,,,,,,,,,,,,,,
T_ESTADOS_SITUACION_JUD,No,No,No,USR_MODIF,{4A629F33-660A-4F0C-AC05-6481C3D00E52}+00000000,,,,,,,,,,,,,,,,,
T_FORMAS_CONOCIMIENTO,No,No,No,FEC_ALTA,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,{FF00B6A7-FD31-4E55-8880-E0D4D9E7B97C}+00000000,R/59,"A T_FORMAS_CONOCIMIENTO is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_FORMAS_CONOCIMIENTOs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_FORMAS_CONOCIMIENTO,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,
T_FORMAS_CONOCIMIENTO,No,No,No,FEC_BAJA,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,,,,,,,,,
T_FORMAS_CONOCIMIENTO,No,No,No,FEC_MODIF,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,,,,,,,,,
T_FORMAS_CONOCIMIENTO,Yes,No,Yes,ID_FORMA_CONOCIMIENTO,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,,,,,,,,,
T_FORMAS_CONOCIMIENTO,No,No,No,N_FORMA_CONOCIMIENTO,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,,,,,,,,,
T_FORMAS_CONOCIMIENTO,No,No,No,USR_ALTA,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,,,,,,,,,
T_FORMAS_CONOCIMIENTO,No,No,No,USR_BAJA,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,,,,,,,,,
T_FORMAS_CONOCIMIENTO,No,No,No,USR_MODIF,{E48C832C-C94E-4231-8BF1-B1695E4A0C69}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,APEL_NOMB_ALIAS,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,{CE73D6E0-C6C6-4677-9C81-CBABEDBBE827}+00000000,R/63,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_SEXOS is associated with zero, one or more T_IMPLICADOS_LLAMADA_102s.","A T_IMPLICADOS_LLAMADA_102 is associated with zero or one RCIVIL.VT_SEXOSs.",{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,T_IMPLICADOS_LLAMADA_102
T_IMPLICADOS_LLAMADA_102,No,No,No,AUTOR_VULNERACION,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,{BB14921C-9229-46F3-85E3-940B52D58F26}+00000000,R/64,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_ESTUDIOS_CURSADO is associated with zero, one or more T_IMPLICADOS_LLAMADA_102s.","A T_IMPLICADOS_LLAMADA_102 is associated with zero or one RCIVIL.VT_ESTUDIOS_CURSADOs.",{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,T_IMPLICADOS_LLAMADA_102
T_IMPLICADOS_LLAMADA_102,No,No,No,CONVIVIENTE,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,{4E8A2CF6-AA5D-4741-9CF5-57CF3B87FB0C}+00000000,R/65,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_VINCULOS is associated with zero, one or more T_IMPLICADOS_LLAMADA_102s.","A T_IMPLICADOS_LLAMADA_102 is associated with zero or one RCIVIL.VT_VINCULOSs.",{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,T_IMPLICADOS_LLAMADA_102
T_IMPLICADOS_LLAMADA_102,No,No,No,EDAD_APROX,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,{E0192DB4-AB34-4860-9C8E-2FA67B5A538F}+00000000,R/66,,,Zero-or-One-to-Zero-One-or-More,"A T_LLAMADAS_102 is associated with zero, one or more T_IMPLICADOS_LLAMADA_102s.","A T_IMPLICADOS_LLAMADA_102 is associated with zero or one T_LLAMADAS_102s.",{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,T_IMPLICADOS_LLAMADA_102
T_IMPLICADOS_LLAMADA_102,No,No,No,ES_NNA,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,FEC_ALTA,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,FEC_MODIF,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,ID_DERECHO_VULNERADO,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,Yes,No,ID_ESTUDIO_CURSADO,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,Yes,No,Yes,ID_IMPLICADOS_LLAMADA_102,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,Yes,No,ID_LLAMADA_102,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,Yes,No,ID_SEXO,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,ID_TURNO_CURSADO,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,Yes,No,ID_VINCULO,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,INSTITUCION_EDUCATIVA_REF,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,INSTITUCION_SANITARIA_REF,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,OBSERVACIONES,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,USR_ALTA,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_IMPLICADOS_LLAMADA_102,No,No,No,USR_MODIF,{A1FA5C7F-E8F1-4508-A61B-E475F4502D3F}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,CUIT,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,{F5D96D7A-B7B9-4C17-8AE0-7AE3066BB5EB}+00000000,R/36,"A T_INSTITUCIONES is associated with zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_INSTITUCIONESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_INSTITUCIONES,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,{D9F00D33-8D97-4399-A5C1-2C2033C88E9E}+00000000,FK_INST_TPOINST,FK_INST_TPOINST,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_INSTITUCION FK_INST_TPOINST zero, one or more T_INSTITUCIONESs.","A T_INSTITUCIONES is associated with zero or one T_TIPOS_INSTITUCIONs.",{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,T_INSTITUCIONES
T_INSTITUCIONES,No,No,No,EDAD_DESDE,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,{4D508996-B297-43AD-8D63-1B82C88DF572}+00000000,R/37,"A T_INSTITUCIONES is associated with zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_INSTITUCIONESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_INSTITUCIONES,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,{4EC174C2-D9A6-4FC1-9D34-60C9DBF9E1B4}+00000000,FK_INST_ZONAL,FK_INST_ZONAL,,Zero-or-One-to-Zero-One-or-More,"A T_ZONALES FK_INST_ZONAL zero, one or more T_INSTITUCIONESs.","A T_INSTITUCIONES is associated with zero or one T_ZONALESs.",{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,T_INSTITUCIONES
T_INSTITUCIONES,No,No,No,EDAD_HASTA,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,{17B41281-EDFF-422A-854A-F563E5507B3D}+00000000,R/41,"A T_INSTITUCIONES is associated with zero, one or more T_INSTITUCIONES_X_TCIRCUITOs.","A T_INSTITUCIONES_X_TCIRCUITO is associated with exactly one T_INSTITUCIONES.",One-to-Zero-One-or-More,,T_INSTITUCIONES,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,{99032629-45E2-4372-95B8-0A1E6DB4A7A0}+00000000,R/18,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_PK_PERSONA is associated with zero, one or more T_INSTITUCIONESs.","A T_INSTITUCIONES is associated with zero or one RCIVIL.VT_PK_PERSONAs.",{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,T_INSTITUCIONES
T_INSTITUCIONES,No,No,No,FEC_ALTA,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,{E2EE32D0-D56F-413D-BD05-CBD0DD17B1EC}+00000000,R/84,"A T_INSTITUCIONES is associated with zero, one or more T_ORIENTACION_LLAMADAs.","A T_ORIENTACION_LLAMADA is associated with exactly one T_INSTITUCIONES.",One-to-Zero-One-or-More,,T_INSTITUCIONES,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,
T_INSTITUCIONES,No,No,No,FEC_BAJA,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,FEC_MODIF,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,Yes,No,Yes,ID_INSTITUCION,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,Yes,No,ID_NUMERO_REC,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,ID_NUMERO_RL,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,Yes,No,ID_SEXO_REC,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,ID_SEXO_RL,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,Yes,No,ID_TIPO_INSTITUCION,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,ID_VIN,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,Yes,No,ID_ZONAL,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,N_INSTITUCION,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,Yes,No,NRO_DOCUMENTO_REC,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,NRO_DOCUMENTO_RL,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,OBSERVACIONES,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,Yes,No,PAI_COD_PAIS_REC,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,PAI_COD_PAIS_RL,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,PLAZAS,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,PROPIA_SENAF,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,RES_ESPACIO_CONVIVENCIAL,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,RESPONSABLE_LEGAL,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,USR_ALTA,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,USR_BAJA,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES,No,No,No,USR_MODIF,{E6CE6A7B-CDFA-4303-B2A5-9F258B49833B}+00000000,,,,,,,,,,,,,,,,,
T_INSTITUCIONES_X_TCIRCUITO,Yes,Yes,Yes,ID_INSTITUCION,{086AC9B0-7F7D-4061-9439-77D232EAC21D}+00000000,,,,,,,,,{17B41281-EDFF-422A-854A-F563E5507B3D}+00000000,R/41,,,One-to-Zero-One-or-More,"A T_INSTITUCIONES is associated with zero, one or more T_INSTITUCIONES_X_TCIRCUITOs.","A T_INSTITUCIONES_X_TCIRCUITO is associated with exactly one T_INSTITUCIONES.",{086AC9B0-7F7D-4061-9439-77D232EAC21D}+00000000,T_INSTITUCIONES_X_TCIRCUITO
T_INSTITUCIONES_X_TCIRCUITO,Yes,Yes,Yes,ID_TIPO_CIRCUITO,{086AC9B0-7F7D-4061-9439-77D232EAC21D}+00000000,,,,,,,,,{E42B04B6-A881-489E-B58F-6ADE8E49E31C}+00000000,R/42,,,One-to-Zero-One-or-More,"A T_TIPOS_CIRCUITO is associated with zero, one or more T_INSTITUCIONES_X_TCIRCUITOs.","A T_INSTITUCIONES_X_TCIRCUITO is associated with exactly one T_TIPOS_CIRCUITO.",{086AC9B0-7F7D-4061-9439-77D232EAC21D}+00000000,T_INSTITUCIONES_X_TCIRCUITO
T_INTERV_MPE,No,No,No,FEC_ALTA,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,{9E4B4B06-4795-4B61-8A06-4AED2579E6D9}+00000000,R/40,"A T_INTERV_MPE is associated with zero, one or more T_DOCS_INTERV_MPEs.","A T_DOCS_INTERV_MPE is associated with zero or one T_INTERV_MPEs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_INTERV_MPE,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,{7A895EFB-AF28-4337-BBE0-C975A19C0571}+00000000,FK_INT_PROT_EXC_DERIV,FK_INT_PROT_EXC_DERIV,,Zero-or-One-to-Zero-One-or-More,"A T_DERIVADORES FK_INT_PROT_EXC_DERIV zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_DERIVADORESs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
T_INTERV_MPE,No,No,No,FEC_INTERV,{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,,,,,,,,,{BAB50B5A-95EF-45A1-B532-EAC3FB39ADD5}+00000000,FK_INT_PROT_EXC_LEGAJO,FK_INT_PROT_EXC_LEGAJO,,Zero-or-One-to-Zero-One-or-More,"A T_LEGAJOS FK_INT_PROT_EXC_LEGAJO zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_LEGAJOSs.",{F56BEDBC-4658-4A27-9F05-1281D2CA0593}+00000000,T_INTERV_MPE
